full_name;stargazers_count;forks;created_at;clone_url;description
lionsoul2014/ip2region;7832;1405;2015-11-02T00:43:13Z;https://github.com/lionsoul2014/ip2region.git;Ip2region is a offline IP location library with accuracy rate of 99.9% and 0.0x millseconds searching performance. DB file is ONLY a few megabytes with all IP address stored. binding for Java,PHP,C,Python,Nodejs,Golang,C#,lua. Binary,B-tree,Memory searching algorithm
neo4j/neo4j;7817;1839;2012-11-12T08:46:15Z;https://github.com/neo4j/neo4j.git;Graphs for Everyone
GcsSloop/AndroidNote;7817;1928;2016-01-04T23:51:36Z;https://github.com/GcsSloop/AndroidNote.git;å®‰å“å­¦ä¹ ç¬”è®°
lzyzsd/JsBridge;7807;1623;2015-02-26T12:10:58Z;https://github.com/lzyzsd/JsBridge.git;android java and javascript bridge, inspired by wechat webview jsbridge
chrisbanes/cheesesquare;7780;1893;2015-05-28T22:54:34Z;https://github.com/chrisbanes/cheesesquare.git;Demos the new Android Design library.
hackware1993/MagicIndicator;7730;1304;2016-06-26T08:20:43Z;https://github.com/hackware1993/MagicIndicator.git;A powerful, customizable and extensible ViewPager indicator framework. As the best alternative of ViewPagerIndicator, TabLayout and PagerSlidingTabStrip   â€”â€”   å¼ºå¤§ã€å¯å®šåˆ¶ã€æ˜“æ‰©å±•çš„ ViewPager æŒ‡ç¤ºå™¨æ¡†æ¶ã€‚æ˜¯ViewPagerIndicatorã€TabLayoutã€PagerSlidingTabStripçš„æœ€ä½³æ›¿ä»£å“ã€‚æ”¯æŒè§’æ ‡ï¼Œæ›´æ”¯æŒåœ¨éViewPageråœºæ™¯ä¸‹ä½¿ç”¨ï¼ˆä½¿ç”¨hide()ã€show()åˆ‡æ¢Fragmentæˆ–ä½¿ç”¨setVisibilityåˆ‡æ¢FrameLayouté‡Œçš„Viewç­‰ï¼‰ï¼Œhttp://www.jianshu.com/p/f3022211821c
ben-manes/caffeine;7694;739;2014-12-13T08:45:11Z;https://github.com/ben-manes/caffeine.git;A high performance caching library for Java 8
alibaba/atlas;7659;1441;2017-02-28T06:31:43Z;https://github.com/alibaba/atlas.git;A powerful Android Dynamic Component Framework.
apereo/cas;7636;3239;2011-09-09T01:36:42Z;https://github.com/apereo/cas.git;Apereo CAS - Enterprise Single Sign On for all earthlings and beyond.
ChrisRM/material-theme-jetbrains;7602;456;2015-09-23T07:15:04Z;https://github.com/ChrisRM/material-theme-jetbrains.git;JetBrains theme of Material Theme
Netflix/SimianArmy;7570;1101;2012-07-06T22:00:05Z;https://github.com/Netflix/SimianArmy.git;Tools for keeping your cloud operating in top form. Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.
hoochanlon/w3-goto-world;7419;1804;2018-02-15T14:14:32Z;https://github.com/hoochanlon/w3-goto-world.git;ğŸ…å†²å‡ºä½ çš„çª—å£ï¼ŒGité•œåƒã€Clone åŠAWSä¸‹è½½åŠ é€Ÿã€FREE SS/SSR/VMESSã€WireGuardé…ç½®åˆ†äº«ã€IPFSã€æš—ç½‘ç­‰å…¶ä»–èµ„æºå­˜å‚¨åº“
zaproxy/zaproxy;7406;1400;2015-06-03T16:55:01Z;https://github.com/zaproxy/zaproxy.git;The OWASP ZAP core project
OpenRefine/OpenRefine;7371;1302;2012-10-15T02:22:48Z;https://github.com/OpenRefine/OpenRefine.git;OpenRefine is a free, open source power tool for working with messy data and improving it
android/testing-samples;7360;2969;2014-10-11T03:51:27Z;https://github.com/android/testing-samples.git;A collection of samples demonstrating different frameworks and techniques for automated testing
JakeWharton/hugo;7357;745;2013-11-25T09:16:40Z;https://github.com/JakeWharton/hugo.git;Annotation-triggered method call logging for your debug builds.
ybq/Android-SpinKit;7284;1172;2016-03-20T08:40:51Z;https://github.com/ybq/Android-SpinKit.git;Android  loading animations
amitshekhariitbhu/Android-Debug-Database;7251;767;2016-11-16T14:20:24Z;https://github.com/amitshekhariitbhu/Android-Debug-Database.git;A library for debugging android databases and shared preferences - Make Debugging Great Again
stanfordnlp/CoreNLP;7239;2444;2013-06-27T21:13:49Z;https://github.com/stanfordnlp/CoreNLP.git;Stanford CoreNLP: A Java suite of core NLP tools.
hs-web/hsweb-framework;7224;2813;2016-01-18T03:51:39Z;https://github.com/hs-web/hsweb-framework.git;hsweb (haÊŠs wÉ›b) æ˜¯ä¸€ä¸ªç”¨äºå¿«é€Ÿæ­å»ºä¼ä¸šåå°ç®¡ç†ç³»ç»Ÿçš„åŸºç¡€é¡¹ç›®,é›†æˆä¸€æ½å­ä¾¿æ·åŠŸèƒ½å¦‚:ä¾¿æ·çš„é€šç”¨å¢åˆ æ”¹æŸ¥,å¼ºå¤§çš„æƒé™ç®¡ç†,åŠ¨æ€å¤šæ•°æ®æº,åŠ¨æ€è¡¨å•,åœ¨çº¿æ•°æ®åº“ç»´æŠ¤ç­‰. åŸºäº spring-boot,mybaits.
JakeWharton/ActionBarSherlock;7201;3755;2011-03-07T17:28:54Z;https://github.com/JakeWharton/ActionBarSherlock.git;[DEPRECATED] Action bar implementation which uses the native action bar on Android 4.0+ and a custom implementation on pre-4.0 through a single API and theme.
square/dagger;7199;2927;2012-08-02T23:25:32Z;https://github.com/square/dagger.git;A fast dependency injector for Android and Java.
cymcsg/UltimateRecyclerView;7156;1479;2015-01-28T02:27:45Z;https://github.com/cymcsg/UltimateRecyclerView.git;A RecyclerView(advanced and flexible version of ListView in Android) with refreshing,loading more,animation and many other features.
Justson/AgentWeb;7154;1336;2017-05-12T07:45:56Z;https://github.com/Justson/AgentWeb.git; AgentWeb is a powerful library based on Android WebView.
aritraroy/UltimateAndroidReference;7046;1111;2017-04-10T07:28:27Z;https://github.com/aritraroy/UltimateAndroidReference.git;:rocket: Ultimate Android Reference - Your Road to Become a Better Android Developer
heibaiying/BigData-Notes;6984;1953;2019-03-10T01:40:01Z;https://github.com/heibaiying/BigData-Notes.git;å¤§æ•°æ®å…¥é—¨æŒ‡å—  :star:
pedant/sweet-alert-dialog;6980;1923;2014-10-19T09:24:09Z;https://github.com/pedant/sweet-alert-dialog.git;SweetAlert for Android, a beautiful and clever alert dialog
lecho/hellocharts-android;6953;1623;2014-10-12T09:12:37Z;https://github.com/lecho/hellocharts-android.git;Charts/graphs library for Android compatible with API 8+, several chart types with support for scaling, scrolling and animations
firebase/quickstart-android;6935;6865;2016-04-26T17:13:27Z;https://github.com/firebase/quickstart-android.git;Firebase Quickstart Samples for Android
asLody/VirtualApp;6887;2157;2016-07-06T13:25:23Z;https://github.com/asLody/VirtualApp.git;Virtual Engine for Android(Support 10.0 in business version)
hongyangAndroid/okhttputils;6819;2403;2015-08-17T14:53:29Z;https://github.com/hongyangAndroid/okhttputils.git;[åœæ­¢ç»´æŠ¤]okhttpçš„è¾…åŠ©ç±»
shwenzhang/AndResGuard;6769;1246;2015-10-11T11:48:06Z;https://github.com/shwenzhang/AndResGuard.git;proguard resource for Android  by wechat team
facebook/litho;6729;605;2017-01-27T03:59:11Z;https://github.com/facebook/litho.git;A declarative framework for building efficient UIs on Android.
hongyangAndroid/AndroidAutoLayout;6710;1956;2015-11-19T02:09:11Z;https://github.com/hongyangAndroid/AndroidAutoLayout.git;[åœæ­¢ç»´æŠ¤]Androidå±å¹•é€‚é…æ–¹æ¡ˆï¼Œç›´æ¥å¡«å†™è®¾è®¡å›¾ä¸Šçš„åƒç´ å°ºå¯¸å³å¯å®Œæˆé€‚é…ï¼Œæœ€å¤§é™åº¦è§£å†³é€‚é…é—®é¢˜ã€‚
leolin310148/ShortcutBadger;6661;1229;2013-11-15T12:51:52Z;https://github.com/leolin310148/ShortcutBadger.git;An Android library supports badge notification like iOS in Samsung, LG, Sony and HTC launchers.
koush/AndroidAsync;6661;1476;2012-08-24T07:27:04Z;https://github.com/koush/AndroidAsync.git;Asynchronous socket, http(s) (client+server) and websocket library for android. Based on nio, not threads.
Activiti/Activiti;6659;5714;2012-09-13T11:34:43Z;https://github.com/Activiti/Activiti.git;Activiti is a light-weight workflow and Business Process Management (BPM) Platform targeted at business people, developers and system admins. Its core is a super-fast and rock-solid BPMN 2 process engine for Java. It's open-source and distributed under the Apache license. Activiti runs in any Java application, on a server, on a cluster or in the cloud. It integrates perfectly with Spring, it is extremely lightweight and based on simple concepts. 
vipshop/vjtools;6572;1343;2018-05-29T09:07:08Z;https://github.com/vipshop/vjtools.git;The vip.com's java coding standard, libraries and tools
zhisheng17/flink-learning;6570;1770;2019-01-01T07:38:28Z;https://github.com/zhisheng17/flink-learning.git;flink learning blog. http://www.54tianzhisheng.cn  å« Flink å…¥é—¨ã€æ¦‚å¿µã€åŸç†ã€å®æˆ˜ã€æ€§èƒ½è°ƒä¼˜ã€æºç è§£æç­‰å†…å®¹ã€‚æ¶‰åŠ Flink Connectorã€Metricsã€Libraryã€DataStream APIã€Table API & SQL ç­‰å†…å®¹çš„å­¦ä¹ æ¡ˆä¾‹ï¼Œè¿˜æœ‰ Flink è½åœ°åº”ç”¨çš„å¤§å‹é¡¹ç›®æ¡ˆä¾‹ï¼ˆPVUVã€æ—¥å¿—å­˜å‚¨ã€ç™¾äº¿æ•°æ®å®æ—¶å»é‡ã€ç›‘æ§å‘Šè­¦ï¼‰åˆ†äº«ã€‚æ¬¢è¿å¤§å®¶æ”¯æŒæˆ‘çš„ä¸“æ ã€Šå¤§æ•°æ®å®æ—¶è®¡ç®—å¼•æ“ Flink å®æˆ˜ä¸æ€§èƒ½ä¼˜åŒ–ã€‹
huanghaibin-dev/CalendarView;6561;1199;2017-03-11T07:16:09Z;https://github.com/huanghaibin-dev/CalendarView.git;Androidä¸Šä¸€ä¸ªä¼˜é›…ã€ä¸‡èƒ½è‡ªå®šä¹‰UIã€æ”¯æŒå‘¨è§†å›¾ã€è‡ªå®šä¹‰å‘¨èµ·å§‹ã€æ€§èƒ½é«˜æ•ˆçš„æ—¥å†æ§ä»¶ï¼Œæ”¯æŒçƒ­æ’æ‹”å®ç°çš„UIå®šåˆ¶ï¼æ”¯æŒæ ‡è®°ã€è‡ªå®šä¹‰é¢œè‰²ã€å†œå†ã€è‡ªå®šä¹‰æœˆè§†å›¾å„ç§æ˜¾ç¤ºæ¨¡å¼ç­‰ã€‚Canvasç»˜åˆ¶ï¼Œé€Ÿåº¦å¿«ã€å ç”¨å†…å­˜ä½ï¼Œä½ çœŸçš„æƒ³ä¸åˆ°æ—¥å†å±…ç„¶è¿˜å¯ä»¥å¦‚æ­¤ä¼˜é›…ï¼An elegant, highly customized and high-performance Calendar Widget on Android.
DuGuQiuBai/Java;6554;3324;2015-11-25T07:30:08Z;https://github.com/DuGuQiuBai/Java.git;27å¤©æˆä¸ºJavaå¤§ç¥
airbnb/epoxy;6492;533;2016-08-08T23:05:11Z;https://github.com/airbnb/epoxy.git;Epoxy is an Android library for building complex screens in a RecyclerView
jwtk/jjwt;6426;952;2014-09-13T01:06:24Z;https://github.com/jwtk/jjwt.git;Java JWT: JSON Web Token for Java and Android
google/android-classyshark;6375;815;2015-10-12T13:40:48Z;https://github.com/google/android-classyshark.git;Analyze any Android/Java based app or game
swagger-api/swagger-core;6373;1942;2011-07-05T23:44:11Z;https://github.com/swagger-api/swagger-core.git;Examples and server integrations for generating the Swagger API Specification, which enables easy access to your REST API
keycloak/keycloak;6356;2751;2013-07-02T13:38:51Z;https://github.com/keycloak/keycloak.git;Open Source Identity and Access Management For Modern Applications and Services
DroidPluginTeam/DroidPlugin;6354;2493;2015-08-27T11:14:57Z;https://github.com/DroidPluginTeam/DroidPlugin.git;A plugin framework on android,Run any third-party apk without installation, modification or repackage
Qihoo360/RePlugin;6342;1315;2017-06-08T09:39:09Z;https://github.com/Qihoo360/RePlugin.git;RePlugin - A flexible, stable, easy-to-use Android Plug-in Framework
alibaba/DataX;6304;2228;2018-01-18T10:09:47Z;https://github.com/alibaba/DataX.git;null
naman14/Timber;6206;2041;2015-06-12T16:43:55Z;https://github.com/naman14/Timber.git;Material Design Music Player
zendesk/android-floating-action-button;6202;1496;2014-09-19T06:49:21Z;https://github.com/zendesk/android-floating-action-button.git;Floating Action Button for Android based on Material Design specification
koush/ion;6143;1055;2013-05-22T07:41:23Z;https://github.com/koush/ion.git;Android Asynchronous Networking and Image Loading
davemorrissey/subsampling-scale-image-view;6142;945;2013-08-26T16:45:25Z;https://github.com/davemorrissey/subsampling-scale-image-view.git;Android library (AAR). Highly configurable, easily extendable deep zoom view for displaying huge images without loss of detail. Perfect for photo galleries, maps, building plans etc.
eclipse/che;6108;1140;2015-03-26T15:31:01Z;https://github.com/eclipse/che.git;Eclipse Che: Next-generation Eclipse IDE.  Open source workspace server and cloud IDE.
google/physical-web;6070;712;2014-09-30T18:32:14Z;https://github.com/google/physical-web.git;The Physical Web: walk up and use anything
MindorksOpenSource/android-interview-questions;6061;1210;2017-07-09T18:47:24Z;https://github.com/MindorksOpenSource/android-interview-questions.git;Your Cheat Sheet For Android Interview - Android Interview Questions
pedrovgs/EffectiveAndroidUI;6036;1243;2014-07-04T08:42:20Z;https://github.com/pedrovgs/EffectiveAndroidUI.git;Sample project created to show some of the best Android practices to work in the Android UI Layer. The UI layer of this project has been implemented using MVP or MVVM (without binding engine) to show how this patterns works. This project is used during the talk \EffectiveAndroidUI\.
ikew0ng/SwipeBackLayout;6030;1466;2013-08-25T03:36:12Z;https://github.com/ikew0ng/SwipeBackLayout.git;An Android library that help you to build app with swipe back gesture.
rey5137/material;5990;1363;2014-12-09T12:07:32Z;https://github.com/rey5137/material.git;A library to bring fully animated Material Design components to pre-Lolipop Android. 
apache/cassandra;5958;2614;2009-05-21T02:10:09Z;https://github.com/apache/cassandra.git;Mirror of Apache Cassandra
kevin-wayne/algs4;5950;2346;2015-08-31T09:28:49Z;https://github.com/kevin-wayne/algs4.git;Algorithms, 4th edition textbook code and libraries
NLPchina/elasticsearch-sql;5902;1367;2014-08-24T14:26:31Z;https://github.com/NLPchina/elasticsearch-sql.git;Use SQL to query Elasticsearch
apache/shardingsphere-elastic-job-lite;5855;2638;2015-09-11T11:28:52Z;https://github.com/apache/shardingsphere-elastic-job-lite.git;Elastic-Job is a distributed scheduled job framework, based on Quartz and Zookeeper.
Angel-ML/angel;5841;1457;2017-04-25T05:57:43Z;https://github.com/Angel-ML/angel.git;A Flexible and Powerful Parameter Server for large-scale machine learning
barteksc/AndroidPdfViewer;5836;1197;2016-06-02T20:21:21Z;https://github.com/barteksc/AndroidPdfViewer.git;Android view for displaying PDFs rendered with PdfiumAndroid
singwhatiwanna/dynamic-load-apk;5831;2026;2014-03-30T11:51:00Z;https://github.com/singwhatiwanna/dynamic-load-apk.git;DL : dynamic load framework in android
guardianproject/haven;5798;707;2017-03-01T03:20:03Z;https://github.com/guardianproject/haven.git;Haven is for people who need a way to protect their personal spaces and possessions without compromising their own privacy, through an Android app and on-device sensors
daimajia/NumberProgressBar;5766;1382;2014-05-01T08:54:25Z;https://github.com/daimajia/NumberProgressBar.git;A beautiful, slim Android ProgressBar.
thingsboard/thingsboard;5763;1990;2016-12-01T09:33:30Z;https://github.com/thingsboard/thingsboard.git;Open-source IoT Platform - Device management, data collection, processing and visualization.
crossoverJie/cim;5746;1782;2018-05-20T15:55:56Z;https://github.com/crossoverJie/cim.git;ğŸ“²cim(cross IM) é€‚ç”¨äºå¼€å‘è€…çš„åˆ†å¸ƒå¼å³æ—¶é€šè®¯ç³»ç»Ÿ
JakeWharton/u2020;5709;984;2013-11-14T11:58:23Z;https://github.com/JakeWharton/u2020.git;A sample Android app which showcases advanced usage of Dagger among other open source libraries.
